,league_code,date,time,home_team,away_team,home_goals,away_goals,ft_result_raw,ht_home_goals,ht_away_goals,ht_result_raw,home_shots,away_shots,home_shots_ot,away_shots_ot,home_corners,away_corners,home_fouls,away_fouls,home_yellow,away_yellow,home_red,away_red,hour,weekday,home_points,away_points,goal_diff,goals_total,ht_goal_diff,ht_goals_total,home_bookings_pts,away_bookings_pts,season_file
1023,P1,2024-12-02,18:45,Guimaraes,Gil Vicente,4,0,H,1,0,H,19,3,5,0,9,2,19,10,1,2,0,0,18,0,3,0,4,4,1,1,10,20,cleanP1_2425
1024,P1,2024-12-02,20:45,Porto,Casa Pia,2,0,H,0,0,D,17,10,9,3,8,6,14,13,3,0,0,0,20,0,3,0,2,2,0,0,30,0,cleanP1_2425
1025,P1,2024-12-05,20:15,Moreirense,Sp Lisbon,2,1,H,2,1,H,8,16,4,2,4,6,17,15,3,1,0,0,20,3,3,0,1,3,1,3,30,10,cleanP1_2425
1026,P1,2024-12-06,20:15,Sp Braga,Estoril,2,2,D,1,0,H,16,11,7,3,3,2,18,21,3,5,0,0,20,4,1,1,0,4,1,1,30,50,cleanP1_2425
1027,P1,2024-12-07,15:30,Gil Vicente,Nacional,2,1,H,1,0,H,17,19,4,6,6,7,13,17,3,4,0,0,15,5,3,0,1,3,1,1,30,40,cleanP1_2425
1028,P1,2024-12-07,18:00,Benfica,Guimaraes,1,0,H,1,0,H,8,10,1,2,6,9,9,13,3,1,0,0,18,5,3,0,1,1,1,1,30,10,cleanP1_2425
1029,P1,2024-12-07,18:00,Santa Clara,Rio Ave,1,0,H,1,0,H,10,4,4,2,6,2,18,17,2,4,0,0,18,5,3,0,1,1,1,1,20,40,cleanP1_2425
1030,P1,2024-12-07,20:30,Famalicao,Porto,1,1,D,1,0,H,4,16,2,4,3,5,13,19,2,3,0,0,20,5,1,1,0,2,1,1,20,30,cleanP1_2425
1031,P1,2024-12-08,15:30,Boavista,Farense,1,1,D,0,0,D,13,11,4,6,5,4,7,17,3,4,1,1,15,6,1,1,0,2,0,0,55,65,cleanP1_2425
1032,P1,2024-12-08,18:00,Casa Pia,AVS,1,1,D,1,0,H,11,7,5,3,6,3,13,14,0,4,0,0,18,6,1,1,0,2,1,1,0,40,cleanP1_2425
1033,P1,2024-12-09,20:15,Estrela,Arouca,2,1,H,0,1,A,10,10,2,4,2,7,13,19,4,2,0,0,20,0,3,0,1,3,-1,1,40,20,cleanP1_2425
1036,P1,2024-12-14,20:30,Sp Lisbon,Boavista,3,2,H,1,1,D,20,8,7,2,10,1,16,11,3,3,0,0,20,5,3,0,1,5,0,2,30,30,cleanP1_2425
1034,P1,2024-12-14,15:30,Farense,Gil Vicente,0,1,A,0,0,D,15,7,2,2,7,1,13,15,3,2,0,1,15,5,0,3,-1,1,0,0,30,45,cleanP1_2425
1035,P1,2024-12-14,18:00,Nacional,Moreirense,1,0,H,0,0,D,12,4,5,1,10,2,14,16,0,3,0,0,18,5,3,0,1,1,0,0,0,30,cleanP1_2425
1037,P1,2024-12-15,15:30,Arouca,Santa Clara,1,0,H,0,0,D,12,5,3,1,7,2,17,18,2,2,0,0,15,6,3,0,1,1,0,0,20,20,cleanP1_2425
1038,P1,2024-12-15,18:00,AVS,Benfica,1,1,D,0,1,A,18,13,7,4,0,3,8,13,2,2,0,0,18,6,1,1,0,2,-1,1,20,20,cleanP1_2425
1039,P1,2024-12-15,20:30,Estoril,Casa Pia,0,2,A,0,0,D,14,10,5,4,5,4,14,16,4,3,0,0,20,6,0,3,-2,2,0,0,40,30,cleanP1_2425
1042,P1,2024-12-16,20:45,Rio Ave,Guimaraes,2,2,D,2,0,H,5,16,4,5,0,2,9,13,2,1,0,0,20,0,1,1,0,4,2,2,20,10,cleanP1_2425
1040,P1,2024-12-16,18:45,Sp Braga,Famalicao,3,3,D,0,1,A,21,10,8,8,10,3,12,14,0,1,0,0,18,0,1,1,0,6,-1,1,0,10,cleanP1_2425
1041,P1,2024-12-16,20:15,Porto,Estrela,2,0,H,1,0,H,12,3,4,0,11,4,17,19,0,3,0,1,20,0,3,0,2,2,1,1,0,55,cleanP1_2425
1043,P1,2024-12-19,17:00,Nacional,Benfica,0,2,A,0,0,D,5,16,1,7,4,11,12,9,2,4,0,0,17,3,0,3,-2,2,0,0,20,40,cleanP1_2425
1044,P1,2024-12-20,20:15,Casa Pia,Arouca,3,1,H,2,0,H,10,9,6,4,3,4,9,12,2,3,0,0,20,4,3,0,2,4,2,2,20,30,cleanP1_2425
1045,P1,2024-12-21,15:30,Famalicao,Farense,1,2,A,0,1,A,11,7,1,5,7,4,5,19,3,6,0,0,15,5,0,3,-1,3,-1,1,30,60,cleanP1_2425
1046,P1,2024-12-21,18:00,Boavista,AVS,0,0,D,0,0,D,15,7,4,1,5,1,9,14,1,2,0,0,18,5,1,1,0,0,0,0,10,20,cleanP1_2425
1047,P1,2024-12-21,20:30,Moreirense,Porto,0,3,A,0,1,A,7,12,1,7,2,4,17,12,3,4,0,0,20,5,0,3,-3,3,-1,1,30,40,cleanP1_2425
1048,P1,2024-12-22,17:00,Santa Clara,Sp Braga,0,2,A,0,0,D,12,12,6,5,2,2,14,15,3,5,1,0,17,6,0,3,-2,2,0,0,55,50,cleanP1_2425
1049,P1,2024-12-22,20:30,Gil Vicente,Sp Lisbon,0,0,D,0,0,D,3,14,1,7,3,8,12,11,3,1,0,0,20,6,1,1,0,0,0,0,30,10,cleanP1_2425
1050,P1,2024-12-23,18:45,Benfica,Estoril,3,0,H,1,0,H,15,10,6,2,4,1,11,13,1,1,0,0,18,0,3,0,3,3,1,1,10,10,cleanP1_2425
1051,P1,2024-12-23,18:45,Guimaraes,Nacional,2,2,D,1,1,D,16,8,3,2,7,1,15,11,1,1,0,0,18,0,1,1,0,4,0,2,10,10,cleanP1_2425
1052,P1,2024-12-23,20:45,Estrela,Rio Ave,1,0,H,1,0,H,8,19,4,6,5,6,17,16,4,3,0,0,20,0,3,0,1,1,1,1,40,30,cleanP1_2425
1053,P1,2024-12-27,20:15,Arouca,Gil Vicente,1,1,D,0,0,D,10,7,5,3,5,7,21,11,0,1,0,0,20,4,1,1,0,2,0,0,0,10,cleanP1_2425
1056,P1,2024-12-28,20:30,Porto,Boavista,4,0,H,1,0,H,13,4,7,1,4,1,12,15,4,2,0,0,20,5,3,0,4,4,1,1,40,20,cleanP1_2425
1054,P1,2024-12-28,15:30,AVS,Estrela,1,1,D,0,1,A,12,16,6,5,7,6,13,12,2,2,0,0,15,5,1,1,0,2,-1,1,20,20,cleanP1_2425
1055,P1,2024-12-28,18:00,Estoril,Moreirense,2,2,D,2,1,H,15,8,7,5,6,2,17,14,2,2,0,0,18,5,1,1,0,4,1,3,20,20,cleanP1_2425
1057,P1,2024-12-29,15:30,Farense,Guimaraes,2,2,D,1,0,H,6,27,2,12,6,9,12,15,2,3,0,0,15,6,1,1,0,4,1,1,20,30,cleanP1_2425
1058,P1,2024-12-29,15:30,Rio Ave,Nacional,2,1,H,1,1,D,20,13,7,2,11,6,10,14,0,1,0,0,15,6,3,0,1,3,0,2,0,10,cleanP1_2425
1059,P1,2024-12-29,18:00,Sp Braga,Casa Pia,1,2,A,1,1,D,16,8,6,4,10,2,9,14,2,3,0,0,18,6,0,3,-1,3,0,2,20,30,cleanP1_2425
1060,P1,2024-12-29,20:30,Sp Lisbon,Benfica,1,0,H,1,0,H,12,14,6,2,4,8,13,14,2,3,0,0,20,6,3,0,1,1,1,1,20,30,cleanP1_2425
1061,P1,2024-12-30,20:15,Famalicao,Santa Clara,1,2,A,0,1,A,18,7,5,3,5,4,11,13,3,3,0,0,20,0,0,3,-1,3,-1,1,30,30,cleanP1_2425
1062,P1,2025-01-03,20:15,Guimaraes,Sp Lisbon,4,4,D,1,2,A,15,9,5,5,6,2,12,14,4,5,0,0,20,4,1,1,0,8,-1,3,40,50,cleanP1_2425
1065,P1,2025-01-04,20:30,Boavista,Arouca,1,3,A,0,1,A,14,14,2,5,3,3,8,18,5,7,1,0,20,5,0,3,-2,4,-1,1,75,70,cleanP1_2425
1063,P1,2025-01-04,15:30,Moreirense,AVS,1,1,D,1,1,D,11,17,5,2,3,9,13,18,3,5,0,0,15,5,1,1,0,2,0,2,30,50,cleanP1_2425
1064,P1,2025-01-04,18:00,Benfica,Sp Braga,1,2,A,0,2,A,21,6,5,2,8,2,8,11,4,3,0,0,18,5,0,3,-1,3,-2,2,40,30,cleanP1_2425
1066,P1,2025-01-05,15:30,Santa Clara,Farense,0,0,D,0,0,D,17,2,6,1,13,2,16,15,3,4,0,1,15,6,1,1,0,0,0,0,30,65,cleanP1_2425
1067,P1,2025-01-05,18:00,Casa Pia,Famalicao,1,1,D,1,1,D,6,19,3,14,5,7,11,6,3,3,1,0,18,6,1,1,0,2,0,2,55,30,cleanP1_2425
1068,P1,2025-01-05,20:30,Estrela,Estoril,2,4,A,0,3,A,8,14,4,8,3,3,20,18,2,1,0,0,20,6,0,3,-2,6,-3,3,20,10,cleanP1_2425
1069,P1,2025-01-06,20:15,Gil Vicente,Rio Ave,1,1,D,1,0,H,13,14,4,4,4,4,8,13,2,3,0,0,20,0,1,1,0,2,1,1,20,30,cleanP1_2425
1070,P1,2025-01-12,15:30,Nacional,Porto,2,0,H,2,0,H,7,13,4,3,1,10,8,11,3,6,0,0,15,6,3,0,2,2,2,2,30,60,cleanP1_2425
1071,P1,2025-01-17,20:15,Benfica,Famalicao,4,0,H,2,0,H,21,1,12,0,7,2,13,8,3,0,0,0,20,4,3,0,4,4,2,2,30,0,cleanP1_2425
1073,P1,2025-01-18,18:00,Rio Ave,Sp Lisbon,0,3,A,0,2,A,2,29,0,13,0,8,16,11,1,1,0,0,18,5,0,3,-3,3,-2,2,10,10,cleanP1_2425
1072,P1,2025-01-18,15:30,Santa Clara,Estoril,2,3,A,1,2,A,15,8,5,3,7,1,14,16,2,2,0,0,15,5,0,3,-1,5,-1,3,20,20,cleanP1_2425
1074,P1,2025-01-18,20:30,Guimaraes,Arouca,2,2,D,2,0,H,17,19,7,6,9,5,13,9,1,3,0,0,20,5,1,1,0,4,2,2,10,30,cleanP1_2425
1075,P1,2025-01-19,15:30,Moreirense,Farense,0,0,D,0,0,D,14,5,4,0,6,3,16,14,2,4,0,0,15,6,1,1,0,0,0,0,20,40,cleanP1_2425
1076,P1,2025-01-19,15:30,Nacional,AVS,3,1,H,3,1,H,17,13,7,3,4,6,12,14,2,4,0,0,15,6,3,0,2,4,2,4,20,40,cleanP1_2425
1077,P1,2025-01-19,18:00,Estrela,Sp Braga,0,1,A,0,0,D,7,13,3,5,1,8,21,9,3,1,0,0,18,6,0,3,-1,1,0,0,30,10,cleanP1_2425
1078,P1,2025-01-19,20:30,Gil Vicente,Porto,3,1,H,1,0,H,8,18,3,3,4,6,10,18,3,6,0,1,20,6,3,0,2,4,1,1,30,85,cleanP1_2425
1079,P1,2025-01-20,20:15,Boavista,Casa Pia,2,3,A,1,2,A,10,9,5,6,2,3,13,14,3,2,1,0,20,0,0,3,-1,5,-1,3,55,20,cleanP1_2425
1080,P1,2025-01-24,20:15,Arouca,Moreirense,1,0,H,0,0,D,16,7,5,1,10,2,18,11,3,0,0,0,20,4,3,0,1,1,0,0,30,0,cleanP1_2425
1084,P1,2025-01-25,20:30,Sp Lisbon,Nacional,2,0,H,1,0,H,15,3,5,1,6,2,12,16,1,1,0,0,20,5,3,0,2,2,1,1,10,10,cleanP1_2425
1083,P1,2025-01-25,18:00,Casa Pia,Benfica,3,1,H,1,1,D,8,19,3,7,2,9,12,10,2,0,0,0,18,5,3,0,2,4,0,2,20,0,cleanP1_2425
1082,P1,2025-01-25,15:30,Farense,Rio Ave,1,2,A,0,1,A,15,9,5,2,9,2,16,10,5,4,0,0,15,5,0,3,-1,3,-1,1,50,40,cleanP1_2425
1081,P1,2025-01-25,15:30,Famalicao,Estrela,0,0,D,0,0,D,10,4,2,1,5,2,14,15,1,3,0,0,15,5,1,1,0,0,0,0,10,30,cleanP1_2425
1085,P1,2025-01-26,15:30,Estoril,Guimaraes,1,0,H,0,0,D,13,7,5,2,2,5,17,20,3,3,0,0,15,6,3,0,1,1,0,0,30,30,cleanP1_2425
1086,P1,2025-01-26,18:00,Porto,Santa Clara,1,1,D,0,1,A,21,2,7,1,7,2,12,23,0,0,0,0,18,6,1,1,0,2,-1,1,0,0,cleanP1_2425
1087,P1,2025-01-26,20:30,Sp Braga,Boavista,3,0,H,2,0,H,15,9,5,3,11,3,12,7,2,0,0,1,20,6,3,0,3,3,2,2,20,25,cleanP1_2425
1088,P1,2025-01-27,20:15,AVS,Gil Vicente,1,0,H,0,0,D,8,10,1,0,1,8,17,10,3,1,0,0,20,0,3,0,1,1,0,0,30,10,cleanP1_2425
1089,P1,2025-01-31,20:15,Boavista,Famalicao,0,2,A,0,1,A,4,20,1,4,2,7,12,16,3,1,0,0,20,4,0,3,-2,2,-1,1,30,10,cleanP1_2425
1090,P1,2025-02-01,15:30,Nacional,Arouca,1,2,A,1,2,A,19,11,4,6,3,3,15,20,5,1,0,1,15,5,0,3,-1,3,-1,3,50,35,cleanP1_2425
1091,P1,2025-02-01,15:30,Santa Clara,Casa Pia,2,1,H,0,1,A,16,5,6,2,5,2,10,10,2,2,0,0,15,5,3,0,1,3,-1,1,20,20,cleanP1_2425
1092,P1,2025-02-01,18:00,Gil Vicente,Estoril,1,2,A,1,1,D,9,19,6,6,3,3,12,14,0,1,1,0,18,5,0,3,-1,3,0,2,25,10,cleanP1_2425
1093,P1,2025-02-01,20:30,Guimaraes,AVS,2,0,H,0,0,D,14,4,8,1,8,2,14,20,1,5,0,1,20,5,3,0,2,2,0,0,10,75,cleanP1_2425
1094,P1,2025-02-02,18:00,Sp Lisbon,Farense,3,1,H,2,1,H,21,6,7,2,9,1,12,8,1,0,0,0,18,6,3,0,2,4,1,3,10,0,cleanP1_2425
1095,P1,2025-02-02,20:30,Estrela,Benfica,2,3,A,1,3,A,7,14,3,8,0,7,14,17,3,2,0,0,20,6,0,3,-1,5,-2,4,30,20,cleanP1_2425
1096,P1,2025-02-03,18:45,Moreirense,Sp Braga,1,2,A,1,0,H,10,13,6,5,1,9,18,11,2,1,0,0,18,0,0,3,-1,3,1,1,20,10,cleanP1_2425
1097,P1,2025-02-03,20:45,Rio Ave,Porto,2,2,D,1,0,H,9,23,3,8,3,5,18,8,1,3,1,0,20,0,1,1,0,4,1,1,35,30,cleanP1_2425
1098,P1,2025-02-07,20:15,Porto,Sp Lisbon,1,1,D,0,1,A,17,13,2,3,6,3,16,14,3,4,0,2,20,4,1,1,0,2,-1,1,30,90,cleanP1_2425
1101,P1,2025-02-08,20:30,Famalicao,Guimaraes,0,0,D,0,0,D,8,7,2,2,4,11,16,19,3,2,0,0,20,5,1,1,0,0,0,0,30,20,cleanP1_2425
1100,P1,2025-02-08,18:00,Benfica,Moreirense,3,2,H,3,1,H,11,8,6,4,6,6,14,10,0,1,0,0,18,5,3,0,1,5,2,4,0,10,cleanP1_2425
1099,P1,2025-02-08,15:30,AVS,Santa Clara,1,2,A,0,0,D,9,8,3,4,2,3,11,15,0,0,0,0,15,5,0,3,-1,3,0,0,0,0,cleanP1_2425
1102,P1,2025-02-09,15:30,Estoril,Boavista,2,1,H,1,0,H,13,9,5,5,5,3,25,12,2,1,0,0,15,6,3,0,1,3,1,1,20,10,cleanP1_2425
1103,P1,2025-02-09,15:30,Farense,Nacional,0,2,A,0,0,D,21,11,6,4,12,3,16,15,1,4,1,1,15,6,0,3,-2,2,0,0,35,65,cleanP1_2425
1104,P1,2025-02-09,18:00,Sp Braga,Gil Vicente,2,0,H,1,0,H,14,6,6,4,4,2,18,9,0,0,0,1,18,6,3,0,2,2,1,1,0,25,cleanP1_2425
1105,P1,2025-02-09,20:30,Casa Pia,Estrela,1,0,H,1,0,H,15,13,4,3,5,2,17,16,4,4,0,0,20,6,3,0,1,1,1,1,40,40,cleanP1_2425
1106,P1,2025-02-10,20:15,Arouca,Rio Ave,1,1,D,0,0,D,16,12,4,4,6,3,20,10,0,1,0,0,20,0,1,1,0,2,0,0,0,10,cleanP1_2425
1107,P1,2025-02-14,20:15,Boavista,Estrela,0,1,A,0,1,A,14,9,1,6,7,4,23,17,2,2,0,0,20,4,0,3,-1,1,-1,1,20,20,cleanP1_2425
1111,P1,2025-02-15,20:30,Sp Lisbon,Arouca,2,2,D,1,2,A,21,15,8,7,9,9,6,13,3,3,1,0,20,5,1,1,0,4,-1,3,55,30,cleanP1_2425
1110,P1,2025-02-15,18:00,Santa Clara,Benfica,0,1,A,0,0,D,10,17,3,6,2,5,21,17,6,3,1,0,18,5,0,3,-1,1,0,0,85,30,cleanP1_2425
1109,P1,2025-02-15,17:00,Nacional,Estoril,2,2,D,1,1,D,18,7,6,4,7,3,15,14,3,3,0,0,17,5,1,1,0,4,0,2,30,30,cleanP1_2425
1108,P1,2025-02-15,15:30,Moreirense,Casa Pia,3,2,H,3,0,H,10,15,5,4,4,5,17,16,0,0,0,0,15,5,3,0,1,5,3,3,0,0,cleanP1_2425
1112,P1,2025-02-16,15:30,Rio Ave,AVS,1,1,D,0,1,A,16,11,3,3,2,4,14,19,0,0,0,0,15,6,1,1,0,2,-1,1,0,0,cleanP1_2425
1113,P1,2025-02-16,18:00,Farense,Porto,0,1,A,0,0,D,8,11,2,2,2,4,15,10,4,2,1,0,18,6,0,3,-1,1,0,0,65,20,cleanP1_2425
1114,P1,2025-02-16,20:30,Guimaraes,Sp Braga,0,0,D,0,0,D,16,6,3,3,7,4,11,15,5,3,0,0,20,6,1,1,0,0,0,0,50,30,cleanP1_2425
1115,P1,2025-02-17,20:15,Gil Vicente,Famalicao,0,2,A,0,1,A,14,20,2,6,5,11,11,19,2,2,0,0,20,0,0,3,-2,2,-1,1,20,20,cleanP1_2425
1116,P1,2025-02-21,20:15,Sp Braga,Nacional,1,0,H,1,0,H,20,8,7,3,7,6,14,14,1,2,0,0,20,4,3,0,1,1,1,1,10,20,cleanP1_2425
1118,P1,2025-02-22,18:00,Benfica,Boavista,3,0,H,1,0,H,31,6,14,2,13,2,10,7,0,3,0,1,18,5,3,0,3,3,1,1,0,55,cleanP1_2425
1119,P1,2025-02-22,20:30,Estoril,Rio Ave,2,1,H,0,0,D,11,9,4,4,0,4,14,9,2,1,0,0,20,5,3,0,1,3,0,0,20,10,cleanP1_2425
1117,P1,2025-02-22,15:30,Casa Pia,Gil Vicente,1,0,H,0,0,D,10,4,1,0,2,5,14,10,1,2,0,0,15,5,3,0,1,1,0,0,10,20,cleanP1_2425
1120,P1,2025-02-23,15:30,Arouca,Farense,2,2,D,0,1,A,12,17,6,7,4,9,16,16,2,3,0,0,15,6,1,1,0,4,-1,1,20,30,cleanP1_2425
1121,P1,2025-02-23,15:30,Estrela,Santa Clara,0,0,D,0,0,D,10,4,2,1,5,2,13,19,3,1,0,0,15,6,1,1,0,0,0,0,30,10,cleanP1_2425
1122,P1,2025-02-23,18:00,AVS,Sp Lisbon,2,2,D,0,2,A,11,9,4,3,4,5,22,13,5,5,0,1,18,6,1,1,0,4,-2,2,50,75,cleanP1_2425
1123,P1,2025-02-23,20:30,Famalicao,Moreirense,2,0,H,0,0,D,17,8,4,6,3,1,19,17,3,3,0,0,20,6,3,0,2,2,0,0,30,30,cleanP1_2425
1124,P1,2025-02-24,20:15,Porto,Guimaraes,1,1,D,0,0,D,13,11,2,5,6,7,20,16,2,2,0,0,20,0,1,1,0,2,0,0,20,20,cleanP1_2425
1127,P1,2025-03-01,20:30,Guimaraes,Casa Pia,1,0,H,0,0,D,18,10,6,2,7,2,9,18,3,1,0,0,20,5,3,0,1,1,0,0,30,10,cleanP1_2425
1125,P1,2025-03-01,15:30,Nacional,Famalicao,2,1,H,1,0,H,15,15,5,3,1,6,18,12,3,4,0,0,15,5,3,0,1,3,1,1,30,40,cleanP1_2425
1126,P1,2025-03-01,18:00,Arouca,Porto,0,2,A,0,1,A,6,9,2,2,4,2,13,12,2,2,0,0,18,5,0,3,-2,2,-1,1,20,20,cleanP1_2425
1128,P1,2025-03-02,15:30,Boavista,Santa Clara,1,0,H,0,0,D,12,11,5,1,9,5,10,19,4,3,0,0,15,6,3,0,1,1,0,0,40,30,cleanP1_2425
1129,P1,2025-03-02,15:30,Moreirense,Estrela,1,1,D,0,0,D,11,7,2,1,4,1,20,13,2,4,0,0,15,6,1,1,0,2,0,0,20,40,cleanP1_2425
1130,P1,2025-03-02,18:00,Farense,AVS,0,1,A,0,0,D,17,6,4,3,7,1,24,12,2,2,0,0,18,6,0,3,-1,1,0,0,20,20,cleanP1_2425
1131,P1,2025-03-02,20:30,Rio Ave,Sp Braga,2,1,H,1,1,D,13,14,7,7,2,5,9,13,2,5,0,0,20,6,3,0,1,3,0,2,20,50,cleanP1_2425
1132,P1,2025-03-03,20:15,Sp Lisbon,Estoril,3,1,H,2,0,H,13,8,6,2,6,6,10,10,1,1,0,1,20,0,3,0,2,4,2,2,10,35,cleanP1_2425
1133,P1,2025-03-07,20:15,Estrela,Gil Vicente,1,1,D,0,0,D,8,10,3,2,7,7,22,10,5,2,0,0,20,4,1,1,0,2,0,0,50,20,cleanP1_2425
1137,P1,2025-03-08,20:30,Sp Braga,Porto,1,0,H,1,0,H,7,7,4,3,7,3,16,14,2,4,1,0,20,5,3,0,1,1,1,1,45,40,cleanP1_2425
1136,P1,2025-03-08,18:00,Estoril,Farense,2,2,D,0,0,D,13,14,4,4,4,7,17,18,2,1,0,0,18,5,1,1,0,4,0,0,20,10,cleanP1_2425
1135,P1,2025-03-08,18:00,Benfica,Nacional,3,0,H,2,0,H,18,12,12,3,5,3,11,11,0,3,0,0,18,5,3,0,3,3,2,2,0,30,cleanP1_2425
1134,P1,2025-03-08,15:30,AVS,Arouca,0,1,A,0,0,D,9,20,1,8,1,7,15,17,1,1,0,0,15,5,0,3,-1,1,0,0,10,10,cleanP1_2425
1138,P1,2025-03-09,15:30,Santa Clara,Moreirense,1,1,D,0,0,D,13,9,5,3,4,3,15,11,1,2,0,0,15,6,1,1,0,2,0,0,10,20,cleanP1_2425
1139,P1,2025-03-09,18:00,Casa Pia,Sp Lisbon,1,3,A,1,2,A,10,17,3,6,4,4,9,10,4,3,0,0,18,6,0,3,-2,4,-1,3,40,30,cleanP1_2425
1140,P1,2025-03-09,20:30,Boavista,Guimaraes,1,2,A,1,0,H,7,19,4,8,2,7,17,16,2,1,0,0,20,6,0,3,-1,3,1,1,20,10,cleanP1_2425
1141,P1,2025-03-10,20:15,Famalicao,Rio Ave,1,0,H,1,0,H,16,13,7,4,5,1,22,13,1,2,0,0,20,0,3,0,1,1,1,1,10,20,cleanP1_2425
1142,P1,2025-03-15,15:30,Farense,Sp Braga,0,1,A,0,0,D,11,10,3,4,12,4,19,14,2,1,0,0,15,5,0,3,-1,1,0,0,20,10,cleanP1_2425
1143,P1,2025-03-15,15:30,Gil Vicente,Santa Clara,0,1,A,0,1,A,12,3,2,1,5,0,12,21,2,2,0,0,15,5,0,3,-1,1,-1,1,20,20,cleanP1_2425
1144,P1,2025-03-15,18:00,Porto,AVS,2,0,H,1,0,H,20,8,10,2,4,3,19,8,3,4,0,1,18,5,3,0,2,2,1,1,30,65,cleanP1_2425
1145,P1,2025-03-15,20:30,Sp Lisbon,Famalicao,3,1,H,1,1,D,18,9,9,3,11,4,10,13,4,1,1,0,20,5,3,0,2,4,0,2,65,10,cleanP1_2425
1146,P1,2025-03-16,15:30,Arouca,Estoril,1,1,D,1,0,H,3,12,1,3,3,4,14,14,0,1,0,0,15,6,1,1,0,2,1,1,0,10,cleanP1_2425
1147,P1,2025-03-16,15:30,Nacional,Casa Pia,3,1,H,1,0,H,14,10,6,3,2,5,11,13,2,1,0,0,15,6,3,0,2,4,1,1,20,10,cleanP1_2425
1148,P1,2025-03-16,18:00,Rio Ave,Benfica,2,3,A,0,1,A,7,20,2,8,3,11,16,12,3,1,1,0,18,6,0,3,-1,5,-1,1,55,10,cleanP1_2425
1149,P1,2025-03-16,20:30,Guimaraes,Estrela,2,0,H,1,0,H,12,9,6,0,8,2,15,17,1,2,0,0,20,6,3,0,2,2,1,1,10,20,cleanP1_2425
1150,P1,2025-03-16,20:30,Moreirense,Boavista,1,0,H,1,0,H,21,9,3,4,6,3,14,16,4,6,0,1,20,6,3,0,1,1,1,1,40,85,cleanP1_2425
1151,P1,2025-03-28,20:15,Gil Vicente,Benfica,0,3,A,0,1,A,7,18,2,7,5,2,9,16,4,2,0,0,20,4,0,3,-3,3,-1,1,40,20,cleanP1_2425
1153,P1,2025-03-29,18:00,Estrela,Sp Lisbon,0,3,A,0,0,D,7,13,0,7,3,2,18,18,7,1,2,0,18,5,0,3,-3,3,0,0,120,10,cleanP1_2425
1154,P1,2025-03-29,20:30,Sp Braga,Arouca,2,1,H,2,0,H,14,8,5,1,7,1,12,9,2,2,0,0,20,5,3,0,1,3,2,2,20,20,cleanP1_2425
1152,P1,2025-03-29,15:30,Casa Pia,Rio Ave,2,1,H,1,1,D,11,12,3,5,7,4,19,12,5,1,0,0,15,5,3,0,1,3,0,2,50,10,cleanP1_2425
1157,P1,2025-03-30,18:00,Estoril,Porto,1,2,A,1,1,D,3,14,2,6,1,6,19,13,4,2,0,0,18,6,0,3,-1,3,0,2,40,20,cleanP1_2425
1158,P1,2025-03-30,20:30,Moreirense,Guimaraes,2,2,D,1,1,D,11,11,3,3,2,3,11,15,2,2,0,0,20,6,1,1,0,4,0,2,20,20,cleanP1_2425
1155,P1,2025-03-30,15:30,Famalicao,AVS,4,1,H,0,0,D,16,6,4,1,4,2,15,21,2,2,0,0,15,6,3,0,3,5,0,0,20,20,cleanP1_2425
1156,P1,2025-03-30,15:30,Santa Clara,Nacional,1,0,H,1,0,H,13,9,5,4,3,4,23,16,3,3,0,1,15,6,3,0,1,1,1,1,30,55,cleanP1_2425
1159,P1,2025-04-01,20:15,Boavista,Gil Vicente,1,3,A,0,0,D,7,14,3,9,3,3,21,13,1,3,1,1,20,1,0,3,-2,4,0,0,35,55,cleanP1_2425
1160,P1,2025-04-02,20:15,Benfica,Farense,3,2,H,2,1,H,13,12,7,6,5,4,13,13,1,1,0,0,20,2,3,0,1,5,1,3,10,10,cleanP1_2425
1161,P1,2025-04-04,20:15,AVS,Estoril,0,3,A,0,2,A,9,14,2,8,4,3,13,18,3,1,0,0,20,4,0,3,-3,3,-2,2,30,10,cleanP1_2425
1162,P1,2025-04-05,18:00,Arouca,Famalicao,1,2,A,0,1,A,15,6,8,4,3,7,17,16,3,5,0,0,18,5,0,3,-1,3,-1,1,30,50,cleanP1_2425
1163,P1,2025-04-05,20:30,Guimaraes,Santa Clara,2,0,H,1,0,H,9,15,3,5,7,6,11,16,1,2,0,0,20,5,3,0,2,2,1,1,10,20,cleanP1_2425
1164,P1,2025-04-06,15:30,Gil Vicente,Moreirense,0,1,A,0,0,D,12,8,4,3,7,0,15,14,3,4,0,0,15,6,0,3,-1,1,0,0,30,40,cleanP1_2425
1165,P1,2025-04-06,18:00,Nacional,Estrela,0,1,A,0,0,D,19,12,4,3,7,5,15,14,1,2,0,0,18,6,0,3,-1,1,0,0,10,20,cleanP1_2425
1166,P1,2025-04-06,20:30,Porto,Benfica,1,4,A,0,2,A,14,14,3,5,2,6,17,11,3,1,0,0,20,6,0,3,-3,5,-2,2,30,10,cleanP1_2425
1167,P1,2025-04-07,18:45,Farense,Casa Pia,0,0,D,0,0,D,11,2,5,0,13,3,18,21,4,2,0,0,18,0,1,1,0,0,0,0,40,20,cleanP1_2425
1168,P1,2025-04-07,20:15,Rio Ave,Boavista,0,2,A,0,1,A,17,6,2,4,9,2,15,12,3,2,0,0,20,0,0,3,-2,2,-1,1,30,20,cleanP1_2425
